area_type,availability,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Ready To Move,Rajaji Nagar,2386.0,3.0,0.0,334.0,3,13998.323554065382
Super built-up  Area,Ready To Move,Rajaji Nagar,3436.0,6.0,3.0,500.0,4,14551.804423748545
Plot  Area,Ready To Move,Rajaji Nagar,1200.0,2.0,0.0,150.0,2,12500.0
Plot  Area,Ready To Move,Rajaji Nagar,1160.0,1.0,0.0,163.0,2,14051.724137931034
Built-up  Area,Ready To Move,Rajaji Nagar,1440.0,2.0,2.0,170.0,2,11805.555555555555
Super built-up  Area,Ready To Move,Rajaji Nagar,2448.0,3.0,2.0,400.0,3,16339.869281045752
Super built-up  Area,Ready To Move,Rajaji Nagar,1440.0,2.0,2.0,185.0,2,12847.222222222223
Super built-up  Area,Ready To Move,Rajaji Nagar,1640.0,3.0,3.0,230.0,3,14024.390243902439
Super built-up  Area,Ready To Move,Rajaji Nagar,1800.0,2.0,2.0,250.0,3,13888.888888888889
Built-up  Area,Ready To Move,Rajaji Nagar,2300.0,3.0,3.0,369.0,3,16043.478260869566
Super built-up  Area,Ready To Move,Rajaji Nagar,1640.0,3.0,2.0,220.0,3,13414.634146341463
Super built-up  Area,Ready To Move,Rajaji Nagar,2500.0,3.0,3.0,350.0,3,14000.0
Super built-up  Area,Ready To Move,Rajaji Nagar,2559.0,3.0,2.0,403.0,3,15748.339194998047
Super built-up  Area,Ready To Move,Rajaji Nagar,1763.0,3.0,2.0,262.0,2,14861.032331253546
Super built-up  Area,Ready To Move,Rajaji Nagar,1640.0,3.0,3.0,220.0,3,13414.634146341463
Super built-up  Area,Ready To Move,Rajaji Nagar,1800.0,3.0,2.0,240.0,3,13333.333333333334
Super built-up  Area,Ready To Move,Rajaji Nagar,2450.0,3.0,3.0,330.0,3,13469.387755102041
Super built-up  Area,Ready To Move,Rajaji Nagar,1640.0,3.0,2.0,262.0,3,15975.609756097561
Super built-up  Area,Ready To Move,Rajaji Nagar,2367.0,3.0,3.0,375.0,3,15842.839036755386
Super built-up  Area,Ready To Move,Rajaji Nagar,1640.0,3.0,2.0,251.0,3,15304.878048780487
Super built-up  Area,Ready To Move,Rajaji Nagar,1640.0,3.0,2.0,268.0,3,16341.463414634147
Super built-up  Area,Ready To Move,Rajaji Nagar,2367.0,4.0,3.0,340.0,3,14364.17405999155
Super built-up  Area,Ready To Move,Rajaji Nagar,1720.0,3.0,2.0,224.0,3,13023.255813953489
Super built-up  Area,Ready To Move,Rajaji Nagar,1700.0,3.0,2.0,200.0,3,11764.70588235294
Super built-up  Area,Ready To Move,Rajaji Nagar,2500.0,3.0,3.0,340.0,3,13600.0
Super built-up  Area,Ready To Move,Rajaji Nagar,2390.0,3.0,1.0,372.0,3,15564.853556485356
Super built-up  Area,Ready To Move,Rajaji Nagar,1718.0,3.0,2.0,275.0,2,16006.9848661234
Super built-up  Area,Ready To Move,Rajaji Nagar,1763.0,3.0,2.0,240.0,2,13613.159387407828
Super built-up  Area,Ready To Move,Rajaji Nagar,2367.0,3.0,2.0,320.0,3,13519.22264469793
Super built-up  Area,Ready To Move,Rajaji Nagar,1640.0,3.0,3.0,245.0,3,14939.024390243903
Super built-up  Area,Ready To Move,Rajiv Nagar,2340.0,4.0,1.0,148.0,4,6324.786324786325
Super built-up  Area,Ready To Move,Rajiv Nagar,1330.0,2.0,1.0,93.0,2,6992.481203007519
Super built-up  Area,Ready To Move,Rajiv Nagar,1309.0,2.0,1.0,80.0,2,6111.535523300229
Super built-up  Area,Ready To Move,Rajiv Nagar,2340.0,4.0,1.0,145.0,4,6196.581196581196
Super built-up  Area,Ready To Move,Rajiv Nagar,2340.0,5.0,1.0,160.0,4,6837.606837606838
Plot  Area,Ready To Move,Ramagondanahalli,540.0,1.0,0.0,30.0,1,5555.555555555556
Super built-up  Area,18-Jul,Ramagondanahalli,1635.0,3.0,1.0,62.0,3,3792.0489296636088
Built-up  Area,Ready To Move,Ramagondanahalli,2800.0,4.0,3.0,155.0,4,5535.714285714285
Super built-up  Area,17-Oct,Ramagondanahalli,1451.0,3.0,1.0,60.44,3,4165.40317022743
Super built-up  Area,18-May,Ramagondanahalli,1475.0,2.0,2.0,63.0,3,4271.186440677966
Super built-up  Area,Ready To Move,Ramagondanahalli,1738.0,2.0,3.0,76.0,3,4372.8423475258915
Built-up  Area,Ready To Move,Ramagondanahalli,2040.0,3.0,2.0,114.0,3,5588.235294117647
Super built-up  Area,Ready To Move,Ramagondanahalli,3350.0,3.0,3.0,150.0,3,4477.611940298508
Plot  Area,18-Jul,Ramagondanahalli,1200.0,3.0,1.0,56.1,3,4675.0
Carpet  Area,Ready To Move,Ramagondanahalli,1500.0,3.0,3.0,100.0,3,6666.666666666667
Super built-up  Area,Ready To Move,Ramagondanahalli,1680.0,2.0,0.0,68.0,3,4047.6190476190477
Built-up  Area,Ready To Move,Ramamurthy Nagar,3700.0,4.0,1.0,225.0,4,6081.081081081081
Built-up  Area,Ready To Move,Ramamurthy Nagar,1040.0,2.0,2.0,50.0,2,4807.692307692308
Plot  Area,Ready To Move,Ramamurthy Nagar,1200.0,3.0,1.0,72.0,2,6000.0
Built-up  Area,Ready To Move,Ramamurthy Nagar,950.0,2.0,1.0,50.79,2,5346.315789473684
Plot  Area,Ready To Move,Ramamurthy Nagar,1100.0,2.0,0.0,68.0,2,6181.818181818182
Super built-up  Area,Ready To Move,Ramamurthy Nagar,1185.0,2.0,1.0,45.5,2,3839.662447257384
Super built-up  Area,18-Dec,Ramamurthy Nagar,1170.0,2.0,2.0,46.8,2,4000.0
Super built-up  Area,18-May,Ramamurthy Nagar,1150.0,2.0,2.0,51.0,2,4434.782608695652
Super built-up  Area,18-Dec,Ramamurthy Nagar,1200.0,2.0,1.0,48.0,2,4000.0
Plot  Area,Ready To Move,Ramamurthy Nagar,1110.0,2.0,0.0,65.0,2,5855.855855855856
Plot  Area,Ready To Move,Ramamurthy Nagar,1006.0,2.0,1.0,57.0,2,5666.003976143141
Built-up  Area,Ready To Move,Ramamurthy Nagar,700.0,2.0,1.0,33.0,2,4714.285714285715
Super built-up  Area,17-May,Ramamurthy Nagar,1125.0,2.0,1.0,47.0,2,4177.777777777777
Super built-up  Area,Ready To Move,Ramamurthy Nagar,1000.0,2.0,1.0,62.0,2,6200.0
Built-up  Area,18-Feb,Ramamurthy Nagar,1334.0,2.0,1.0,67.0,2,5022.488755622189
Super built-up  Area,18-Nov,Ramamurthy Nagar,1200.0,2.0,1.0,46.0,2,3833.3333333333335
Super built-up  Area,19-Jul,Ramamurthy Nagar,1200.0,2.0,1.0,57.9,2,4825.0
Plot  Area,Ready To Move,Ramamurthy Nagar,2200.0,4.0,2.0,130.0,4,5909.090909090909
Super built-up  Area,19-Jul,Ramamurthy Nagar,1050.0,2.0,1.0,51.66,2,4920.0
Super built-up  Area,Ready To Move,Ramamurthy Nagar,1101.0,2.0,1.0,50.0,2,4541.326067211626
Super built-up  Area,Ready To Move,Ramamurthy Nagar,935.0,2.0,2.0,39.0,2,4171.122994652406
Built-up  Area,Ready To Move,Ramamurthy Nagar,1200.0,2.0,1.0,68.0,2,5666.666666666667
Super built-up  Area,Ready To Move,Rayasandra,583.0,1.0,1.0,26.9,1,4614.065180102916
Super built-up  Area,18-Oct,Rayasandra,1708.0,3.0,1.0,76.0,4,4449.648711943794
Built-up  Area,Ready To Move,Rayasandra,470.0,1.0,1.0,21.0,1,4468.085106382979
Super built-up  Area,Ready To Move,Sadashiva Nagar,3761.0,3.0,2.0,660.0,3,17548.524328636002
Built-up  Area,Ready To Move,Sadashiva Nagar,2780.0,5.0,2.0,480.0,4,17266.187050359713
Super built-up  Area,18-Feb,Sadashiva Nagar,2720.0,4.0,1.0,485.0,4,17830.882352941175
Super built-up  Area,Ready To Move,Sadashiva Nagar,3761.0,3.0,2.0,650.0,3,17282.637596383942
Super built-up  Area,Ready To Move,Sadashiva Nagar,3850.0,3.0,3.0,650.0,3,16883.116883116883
Super built-up  Area,Ready To Move,Sahakara Nagar,2830.0,3.0,3.0,195.0,4,6890.459363957597
Super built-up  Area,Ready To Move,Sahakara Nagar,1500.0,2.0,2.0,95.0,3,6333.333333333333
Super built-up  Area,Ready To Move,Sahakara Nagar,1100.0,2.0,1.0,56.0,2,5090.909090909091
Super built-up  Area,Ready To Move,Sahakara Nagar,1100.0,2.0,2.0,75.0,3,6818.181818181818
Built-up  Area,18-Mar,Sahakara Nagar,1655.0,3.0,1.0,115.0,3,6948.640483383686
Built-up  Area,Ready To Move,Sahakara Nagar,1150.0,2.0,1.0,54.0,2,4695.652173913043
Super built-up  Area,Ready To Move,Sahakara Nagar,1270.0,2.0,1.0,69.85,2,5499.999999999999
Super built-up  Area,Ready To Move,Sahakara Nagar,960.0,2.0,3.0,56.0,2,5833.333333333333
Super built-up  Area,Ready To Move,Sahakara Nagar,1048.0,2.0,3.0,50.0,2,4770.992366412213
Super built-up  Area,Ready To Move,Sahakara Nagar,1160.0,2.0,1.0,55.0,2,4741.379310344828
Super built-up  Area,Ready To Move,Sahakara Nagar,1200.0,2.0,2.0,75.0,3,6250.0
Built-up  Area,Ready To Move,Sahakara Nagar,1100.0,2.0,1.0,55.0,2,5000.0
Super built-up  Area,Ready To Move,Sahakara Nagar,1000.0,2.0,1.0,60.0,2,6000.0
Super built-up  Area,Ready To Move,Sahakara Nagar,1370.0,2.0,2.0,90.0,3,6569.343065693431
Built-up  Area,Ready To Move,Sahakara Nagar,1100.0,2.0,1.0,55.0,2,5000.0
Super built-up  Area,Ready To Move,Sahakara Nagar,1100.0,2.0,2.0,75.0,3,6818.181818181818
Super built-up  Area,Ready To Move,Sahakara Nagar,1180.0,2.0,2.0,72.0,2,6101.6949152542375
Built-up  Area,Ready To Move,Sahakara Nagar,1200.0,2.0,2.0,60.0,2,5000.0
Built-up  Area,Ready To Move,Sahakara Nagar,1201.0,2.0,3.0,80.0,2,6661.1157368859285
Super built-up  Area,Ready To Move,Sahakara Nagar,1291.0,2.0,2.0,72.3,2,5600.309837335399
Built-up  Area,Ready To Move,Sanjay nagar,1000.0,2.0,2.0,70.0,2,7000.0
Super built-up  Area,Ready To Move,Sanjay nagar,1150.0,2.0,3.0,72.2,2,6278.260869565217
Built-up  Area,Ready To Move,Sanjay nagar,630.0,1.0,1.0,35.0,2,5555.555555555556
Built-up  Area,Ready To Move,Sanjay nagar,3300.0,3.0,0.0,250.0,5,7575.757575757576
Built-up  Area,Ready To Move,Sanjay nagar,1575.0,2.0,2.0,90.0,2,5714.285714285715
Super built-up  Area,Ready To Move,Sanjay nagar,1200.0,2.0,1.0,76.0,3,6333.333333333333
Super built-up  Area,Ready To Move,Sanjay nagar,960.0,2.0,1.0,55.0,2,5729.166666666667
Super built-up  Area,Ready To Move,Sanjay nagar,1050.0,2.0,0.0,59.0,2,5619.047619047619
Built-up  Area,Ready To Move,Sanjay nagar,1150.0,2.0,0.0,70.0,2,6086.95652173913
Super built-up  Area,Ready To Move,Sanjay nagar,1180.0,2.0,3.0,80.0,2,6779.661016949152
Super built-up  Area,Ready To Move,Sarakki Nagar,2121.0,4.0,3.0,253.0,3,11928.335690711929
Super built-up  Area,18-Dec,Sarakki Nagar,2289.0,3.0,2.0,260.0,3,11358.671909130624
Plot  Area,Ready To Move,Sarakki Nagar,1200.0,3.0,2.0,128.0,3,10666.666666666666
Plot  Area,Ready To Move,Sarjapur,1600.0,3.0,1.0,75.0,3,4687.5
Super built-up  Area,18-Dec,Sarjapur,1242.5,2.0,0.0,43.49,2,3500.201207243461
Super built-up  Area,Ready To Move,Sarjapur,913.0,2.0,1.0,32.0,2,3504.9288061336256
Super built-up  Area,Ready To Move,Sarjapur,1185.0,2.0,2.0,47.0,2,3966.2447257383965
Built-up  Area,Ready To Move,Sarjapur,900.0,2.0,1.0,42.0,3,4666.666666666667
Built-up  Area,Ready To Move,Sarjapur,1020.0,2.0,2.0,35.0,2,3431.372549019608
Built-up  Area,Ready To Move,Sarjapur,1195.0,2.0,1.0,42.0,2,3514.644351464435
Super built-up  Area,Ready To Move,Sarjapur,1240.0,2.0,1.0,44.0,2,3548.3870967741937
Built-up  Area,Ready To Move,Sarjapur,1550.0,2.0,2.0,65.0,4,4193.548387096775
Super built-up  Area,Ready To Move,Sarjapur,950.0,2.0,2.0,32.5,2,3421.0526315789475
Super built-up  Area,Ready To Move,Sarjapur,1525.0,2.0,2.0,48.0,3,3147.5409836065573
Plot  Area,Ready To Move,Sarjapur,3190.0,3.0,1.0,160.0,4,5015.673981191223
Built-up  Area,Ready To Move,Sarjapur,1215.0,2.0,0.0,40.0,2,3292.1810699588477
Plot  Area,Ready To Move,Sarjapur,2540.0,4.0,1.0,115.0,4,4527.55905511811
Super built-up  Area,Ready To Move,Sarjapur,1000.0,2.0,2.0,30.0,2,3000.0
Super built-up  Area,18-Jul,Sarjapur,1157.0,2.0,1.0,40.0,2,3457.216940363008
Super built-up  Area,Ready To Move,Sarjapur,2020.0,3.0,3.0,85.0,3,4207.920792079208
Built-up  Area,Ready To Move,Sarjapur,1917.0,3.0,0.0,60.0,4,3129.8904538341158
Super built-up  Area,Ready To Move,Sarjapur,1240.0,2.0,1.0,44.3,2,3572.5806451612902
Super built-up  Area,18-Apr,Sarjapur,625.0,1.0,1.0,19.0,1,3040.0
Super built-up  Area,Ready To Move,Sarjapur,913.0,2.0,1.0,36.0,2,3943.0449069003284
Super built-up  Area,19-Apr,Sarjapur,1404.0,2.0,0.0,53.35,3,3799.8575498575497
Built-up  Area,19-Dec,Sarjapur,1830.0,3.0,1.0,88.0,3,4808.743169398907
Super built-up  Area,Ready To Move,Sarjapur,1364.0,2.0,2.0,56.0,3,4105.571847507332
Super built-up  Area,Ready To Move,Sarjapur,1044.0,2.0,2.0,32.0,2,3065.1340996168583
Super built-up  Area,Ready To Move,Sarjapur,650.0,1.0,2.0,19.87,1,3056.923076923077
Super built-up  Area,Ready To Move,Sarjapur,1175.0,2.0,2.0,42.0,2,3574.468085106383
Super built-up  Area,Ready To Move,Sarjapur,1240.0,2.0,2.0,43.1,2,3475.8064516129034
Super built-up  Area,18-Apr,Sarjapur,1170.0,2.0,2.0,35.41,3,3026.495726495726
Super built-up  Area,Ready To Move,Sarjapur,1032.0,2.0,1.0,42.0,2,4069.767441860465
Super built-up  Area,Ready To Move,Sarjapur,1044.0,2.0,2.0,34.0,2,3256.704980842912
Super built-up  Area,Ready To Move,Sarjapur,1200.0,2.0,2.0,62.0,2,5166.666666666667
Super built-up  Area,18-Apr,Sarjapur,900.0,2.0,2.0,27.98,2,3108.8888888888887
Plot  Area,Ready To Move,Sarjapur,2970.0,3.0,3.0,130.0,4,4377.104377104377
Super built-up  Area,17-Jun,Sarjapur,850.0,2.0,2.0,32.0,2,3764.705882352941
Super built-up  Area,Ready To Move,Sarjapur,1175.0,2.0,1.0,41.68,2,3547.2340425531916
Built-up  Area,Ready To Move,Sarjapur,1575.0,3.0,3.0,55.0,3,3492.063492063492
Super built-up  Area,Ready To Move,Sarjapur,920.0,2.0,2.0,33.0,2,3586.9565217391305
Super built-up  Area,Ready To Move,Sarjapur,1445.0,3.0,1.0,50.0,3,3460.2076124567475
Super built-up  Area,Ready To Move,Sarjapur,1150.0,2.0,1.0,41.0,2,3565.217391304348
Super built-up  Area,Ready To Move,Sarjapur,1200.0,2.0,1.0,42.6,2,3550.0
Super built-up  Area,Ready To Move,Sarjapur,1333.0,3.0,1.0,50.0,3,3750.9377344336085
Super built-up  Area,Ready To Move,Sarjapur,1044.0,2.0,2.0,36.0,2,3448.2758620689656
Built-up  Area,Ready To Move,Sarjapur,950.0,2.0,2.0,35.0,2,3684.2105263157896
Built-up  Area,19-Jun,Sarjapur,2585.5,4.0,0.0,115.0,4,4447.882421195127
Plot  Area,Ready To Move,Sarjapur,2172.0,3.0,0.0,100.0,3,4604.051565377532
Super built-up  Area,Ready To Move,Sarjapur,1525.0,2.0,2.0,68.0,3,4459.016393442623
Super built-up  Area,Ready To Move,Sarjapur,1095.0,2.0,1.0,45.0,2,4109.58904109589
Built-up  Area,Ready To Move,Sarjapur,1425.0,3.0,2.0,57.0,3,4000.0
Built-up  Area,Ready To Move,Sarjapur  Road,2497.0,3.0,2.0,140.0,3,5606.728073688426
Super built-up  Area,18-Dec,Sarjapur  Road,1787.0,3.0,2.0,98.29,3,5500.279798545048
Super built-up  Area,Ready To Move,Sarjapur  Road,1787.0,3.0,2.0,125.0,3,6994.963626189144
Super built-up  Area,Ready To Move,Sarjapur  Road,1035.0,2.0,2.0,49.2,2,4753.623188405797
Super built-up  Area,Ready To Move,Sarjapur  Road,1863.0,3.0,2.0,104.0,4,5582.393988191089
Super built-up  Area,20-Mar,Sarjapur  Road,1000.0,2.0,1.0,67.0,2,6700.0
Super built-up  Area,18-Sep,Sarjapur  Road,1346.0,2.0,1.0,74.03,2,5500.0
Super built-up  Area,19-Apr,Sarjapur  Road,1195.0,2.0,1.0,70.0,2,5857.740585774059
Super built-up  Area,Ready To Move,Sarjapur  Road,1550.0,3.0,3.0,100.0,3,6451.612903225807
Super built-up  Area,Ready To Move,Sarjapur  Road,2100.0,3.0,2.0,125.0,3,5952.380952380952
Super built-up  Area,Ready To Move,Sarjapur  Road,1210.0,2.0,2.0,58.0,2,4793.388429752066
Super built-up  Area,Ready To Move,Sarjapur  Road,1691.0,3.0,2.0,113.0,3,6682.436428149024
Built-up  Area,18-Apr,Sarjapur  Road,2238.0,3.0,1.0,140.0,3,6255.585344057194
Super built-up  Area,Ready To Move,Sarjapur  Road,1800.0,3.0,0.0,110.0,3,6111.111111111111
Super built-up  Area,Ready To Move,Sarjapur  Road,1128.0,2.0,2.0,59.0,2,5230.49645390071
Super built-up  Area,Ready To Move,Sarjapur  Road,1700.0,3.0,3.0,110.0,3,6470.588235294118
Super built-up  Area,18-Nov,Sarjapur  Road,1157.0,2.0,1.0,75.0,3,6482.281763180639
Super built-up  Area,Ready To Move,Sarjapur  Road,1282.0,2.0,2.0,72.0,2,5616.224648985959
Super built-up  Area,Ready To Move,Sarjapur  Road,3430.0,6.0,0.0,228.5,4,6661.807580174927
Super built-up  Area,Ready To Move,Sarjapur  Road,1050.0,2.0,1.0,62.0,2,5904.761904761905
Super built-up  Area,18-May,Sarjapur  Road,1929.0,4.0,1.0,103.0,3,5339.554173146708
Super built-up  Area,18-Mar,Sarjapur  Road,1155.0,2.0,1.0,58.0,2,5021.645021645022
Super built-up  Area,18-Dec,Sarjapur  Road,1819.0,3.0,2.0,100.0,3,5497.526113249038
Super built-up  Area,Ready To Move,Sarjapur  Road,1845.0,4.0,1.0,110.0,3,5962.059620596206
Super built-up  Area,19-Oct,Sarjapur  Road,1233.0,2.0,2.0,77.65,2,6297.6480129764805
Super built-up  Area,Ready To Move,Sarjapur  Road,4395.0,4.0,2.0,242.0,4,5506.257110352673
Super built-up  Area,Ready To Move,Sarjapur  Road,1680.0,3.0,1.0,112.0,3,6666.666666666667
Super built-up  Area,Ready To Move,Sarjapur  Road,1220.0,3.0,2.0,58.0,3,4754.098360655737
Super built-up  Area,Ready To Move,Sarjapur  Road,1311.0,2.0,1.0,78.0,2,5949.656750572082
Super built-up  Area,18-Nov,Sarjapur  Road,1157.0,2.0,1.0,75.0,3,6482.281763180639
Super built-up  Area,Ready To Move,Sarjapur  Road,1145.0,2.0,2.0,75.0,2,6550.218340611354
Built-up  Area,Ready To Move,Sarjapur  Road,1300.0,2.0,2.0,70.0,3,5384.615384615385
Super built-up  Area,Ready To Move,Sarjapur  Road,1725.0,3.0,3.0,90.0,3,5217.391304347826
Super built-up  Area,Ready To Move,Sarjapur  Road,1084.0,2.0,3.0,55.0,2,5073.8007380073805
Super built-up  Area,Ready To Move,Sarjapur  Road,1220.0,3.0,2.0,62.0,3,5081.9672131147545
Super built-up  Area,Ready To Move,Sarjapur  Road,1750.0,3.0,2.0,110.0,3,6285.714285714285
Super built-up  Area,Ready To Move,Sarjapur  Road,1888.0,4.0,1.0,95.0,3,5031.779661016949
Plot  Area,18-Feb,Sarjapur  Road,1200.0,3.0,2.0,70.0,3,5833.333333333333
Super built-up  Area,18-Nov,Sarjapur  Road,685.0,1.0,1.0,40.0,1,5839.41605839416
Super built-up  Area,Ready To Move,Sarjapur  Road,1241.0,2.0,1.0,82.0,2,6607.57453666398
Super built-up  Area,19-Nov,Sarjapur  Road,984.0,2.0,1.0,45.91,2,4665.650406504065
Super built-up  Area,Ready To Move,Sarjapur  Road,1400.0,2.0,2.0,68.0,2,4857.142857142857
Super built-up  Area,Ready To Move,Sarjapur  Road,835.0,1.0,1.0,46.95,1,5622.754491017964
Super built-up  Area,18-Jan,Sarjapur  Road,1280.0,2.0,1.0,76.0,2,5937.5
Super built-up  Area,Ready To Move,Sarjapur  Road,1263.0,2.0,1.0,78.0,2,6175.771971496437
Super built-up  Area,Ready To Move,Sarjapur  Road,1691.0,3.0,1.0,98.0,3,5795.38734476641
Super built-up  Area,Ready To Move,Sarjapur  Road,1308.0,2.0,1.0,83.0,2,6345.565749235474
Super built-up  Area,19-Apr,Sarjapur  Road,1592.0,3.0,1.0,91.0,3,5716.08040201005
Super built-up  Area,Ready To Move,Sarjapur  Road,1150.0,2.0,2.0,77.0,2,6695.652173913043
Built-up  Area,Ready To Move,Sarjapur  Road,1965.0,3.0,3.0,120.0,3,6106.8702290076335
Super built-up  Area,Ready To Move,Sarjapur  Road,985.0,2.0,1.0,49.0,2,4974.619289340101
Super built-up  Area,Ready To Move,Sarjapur  Road,1418.0,2.0,2.0,78.0,2,5500.705218617772
Super built-up  Area,Ready To Move,Sarjapur  Road,1115.0,2.0,1.0,60.0,2,5381.165919282511
Super built-up  Area,Ready To Move,Sarjapur  Road,1525.0,2.0,2.0,87.0,3,5704.918032786885
Super built-up  Area,18-Apr,Sarjapur  Road,1346.0,2.0,1.0,71.32,2,5298.662704309063
Built-up  Area,Ready To Move,Sarjapur  Road,1750.0,3.0,3.0,99.0,3,5657.142857142857
Super built-up  Area,20-Aug,Sarjapur  Road,1145.0,2.0,1.0,62.0,2,5414.847161572053
Plot  Area,Ready To Move,Sarjapur  Road,1500.0,3.0,2.0,88.0,3,5866.666666666667
Super built-up  Area,20-Aug,Sarjapur  Road,1067.0,2.0,1.0,60.0,2,5623.242736644798
Super built-up  Area,Ready To Move,Sarjapur  Road,1700.0,3.0,1.0,95.0,3,5588.235294117647
Super built-up  Area,18-Oct,Sarjapur  Road,1230.0,2.0,1.0,65.0,2,5284.552845528456
Built-up  Area,20-Jul,Sarjapur  Road,1939.0,3.0,0.0,98.0,3,5054.151624548736
Built-up  Area,Ready To Move,Sarjapur  Road,2556.0,3.0,2.0,169.0,3,6611.89358372457
Super built-up  Area,18-Nov,Sarjapur  Road,984.0,2.0,1.0,45.91,2,4665.650406504065
Super built-up  Area,Ready To Move,Sarjapur  Road,1755.0,3.0,2.0,122.0,3,6951.5669515669515
Super built-up  Area,18-Apr,Sarjapur  Road,1700.0,3.0,2.0,93.5,3,5500.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1060.0,2.0,1.0,55.0,2,5188.679245283019
Super built-up  Area,Ready To Move,Sarjapur  Road,1455.0,2.0,1.0,98.0,3,6735.395189003437
Super built-up  Area,Ready To Move,Sarjapur  Road,1220.0,3.0,2.0,58.0,3,4754.098360655737
Super built-up  Area,Ready To Move,Sarjapur  Road,1660.0,2.0,2.0,116.0,3,6987.951807228916
Super built-up  Area,Ready To Move,Sarjapur  Road,1700.0,3.0,3.0,108.0,3,6352.941176470588
Super built-up  Area,Ready To Move,Sarjapur  Road,1539.0,3.0,0.0,85.0,3,5523.066926575699
Super built-up  Area,Ready To Move,Sarjapur  Road,1489.0,2.0,3.0,82.0,3,5507.051712558764
Super built-up  Area,Ready To Move,Sarjapur  Road,1200.0,2.0,2.0,75.0,2,6250.0
Built-up  Area,18-Mar,Sarjapur  Road,3044.0,3.0,2.0,183.0,3,6011.826544021025
Super built-up  Area,Ready To Move,Sarjapur  Road,1163.0,2.0,2.0,62.0,3,5331.04041272571
Built-up  Area,Ready To Move,Sarjapur  Road,3004.0,4.0,0.0,158.0,3,5259.65379494008
Super built-up  Area,Ready To Move,Sarjapur  Road,1229.0,2.0,2.0,70.0,2,5695.6875508543535
Built-up  Area,Ready To Move,Sarjapur  Road,1342.0,2.0,0.0,70.0,2,5216.095380029807
Super built-up  Area,18-May,Sarjapur  Road,1711.0,3.0,1.0,110.0,3,6428.988895382817
Super built-up  Area,Ready To Move,Sarjapur  Road,1220.0,3.0,2.0,57.0,3,4672.131147540984
Super built-up  Area,Ready To Move,Sarjapur  Road,1050.0,2.0,1.0,63.5,2,6047.619047619048
Super built-up  Area,Ready To Move,Sarjapur  Road,1035.0,2.0,2.0,49.0,2,4734.299516908212
Super built-up  Area,Ready To Move,Sarjapur  Road,1457.0,3.0,3.0,85.0,3,5833.905284831846
Super built-up  Area,Ready To Move,Sarjapur  Road,1350.0,2.0,2.0,68.0,2,5037.037037037037
Plot  Area,18-May,Sarjapur  Road,1200.0,3.0,2.0,70.0,3,5833.333333333333
Super built-up  Area,19-Nov,Sarjapur  Road,1157.0,2.0,1.0,53.99,3,4666.3785652549695
Super built-up  Area,18-Dec,Sarjapur  Road,1700.0,3.0,1.0,79.9,3,4700.000000000001
Super built-up  Area,18-Nov,Sarjapur  Road,984.0,2.0,1.0,55.0,2,5589.430894308943
Super built-up  Area,Ready To Move,Sarjapur  Road,1864.0,3.0,2.0,105.0,4,5633.0472103004295
Super built-up  Area,18-Apr,Sarjapur  Road,1157.0,2.0,1.0,57.84,3,4999.1356957649095
Super built-up  Area,Ready To Move,Sarjapur  Road,1800.0,3.0,1.0,90.0,4,5000.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1550.0,2.0,1.0,89.0,3,5741.935483870968
Super built-up  Area,Ready To Move,Sarjapur  Road,1691.0,3.0,2.0,113.0,3,6682.436428149024
Super built-up  Area,Ready To Move,Sarjapur  Road,1435.0,3.0,2.0,90.0,3,6271.777003484321
Super built-up  Area,Ready To Move,Sarjapur  Road,1262.0,2.0,2.0,67.0,2,5309.033280507131
Super built-up  Area,Ready To Move,Sarjapur  Road,1826.0,3.0,2.0,125.0,3,6845.564074479737
Super built-up  Area,Ready To Move,Sarjapur  Road,1660.0,3.0,2.0,116.0,3,6987.951807228916
Built-up  Area,17-Dec,Sarjapur  Road,1060.0,2.0,1.0,50.0,2,4716.981132075472
Built-up  Area,18-Dec,Sarjapur  Road,1830.0,3.0,1.0,119.0,3,6502.732240437159
Super built-up  Area,18-Apr,Sarjapur  Road,984.0,2.0,1.0,45.91,2,4665.650406504065
Super built-up  Area,19-Mar,Sarjapur  Road,1929.0,4.0,1.0,101.0,3,5235.873509590461
Super built-up  Area,Ready To Move,Sarjapur  Road,1059.0,2.0,2.0,68.0,2,6421.152030217186
Super built-up  Area,18-May,Sarjapur  Road,1157.0,2.0,1.0,74.0,3,6395.851339671564
Super built-up  Area,18-Apr,Sarjapur  Road,1700.0,3.0,1.0,118.0,3,6941.176470588235
Super built-up  Area,18-Apr,Sarjapur  Road,1929.0,3.0,1.0,103.0,3,5339.554173146708
Super built-up  Area,18-May,Sarjapur  Road,1308.0,2.0,1.0,75.0,2,5733.94495412844
Super built-up  Area,18-Jul,Sarjapur  Road,1797.0,4.0,1.0,95.0,3,5286.588759042849
Super built-up  Area,17-Oct,Sarjapur  Road,1763.25,3.0,3.0,98.0,3,5557.918616191691
Super built-up  Area,Ready To Move,Sarjapur  Road,1550.0,2.0,2.0,98.0,3,6322.580645161291
Built-up  Area,Ready To Move,Sarjapur  Road,1450.0,2.0,1.0,75.0,3,5172.413793103448
Super built-up  Area,18-Dec,Sarjapur  Road,1819.0,3.0,2.0,100.0,3,5497.526113249038
